Title,Artist,Category,Release Date,Lyric
Spicy - aespa,aespa,댄스,2023.05.08,Uh Uh Too Spicy|You want my A to the Z|But you won’t 어림없지|맞혀봐 Sweet 또는 Freak|What’s hiding underneath|(I see)|망설이듯 간 보는 너|기회는 없어 Oh|Nah You won’t get it|No No  You won’t get it|I say|깜빡 한순간|끌어당겨|You’ll be mine (Mine)|살짝 다가와|Can cross my borderline|(Line Line Line)|널 따분하게 했던 Every day|흥미로운 덫을 던져줄게|뛰어들어 봐|Just right now|'Cause I’m too Spicy|for your heart|Ring the fire alarm|심장을 파고들어 넌|I'm too Spicy|번지는 자극 속에 넌|바로 그 순간|또 다른 나를 발견해|I’m too Spicy too too|I’m too Spicy|Don’t Stop 겁내지 마|Bang Bang 외쳐봐|I’m too Spicy|Yeah I’m too Spicy|You know that I|Don’t Stop 용기 내 봐|Next step  Myself|I’m too Spicy|Too Spicy too too|I’m too Spicy|Tell me what you see|When you look at me|'Cause I am a 10|out of 10 honestly|기세가 다른 Move|널 압도하는 Groove|But you keep wasting|your time Dude|Don't chase me|경고해 난|Erase me|멀리 달아나|Hey 이젠 알겠니|원래부터 Bad I’m so bad honestly|So bad|전부 가질래|지금부턴|Call you mine (Mine)|도망칠 거면|Don’t cross my borderline|(Line Line Line)|늘 뻔하기만 했던 Every day|이제 그만 Rule을 벗어날 때|어렵지 않아|Just right now|'Cause I’m too Spicy|for your heart|Ring the fire alarm|심장을 파고들어 넌|I'm too Spicy|번지는 자극 속에 넌|바로 그 순간|또 다른 나를 발견해|I’m too Spicy too too|I’m too Spicy|Ready? Uh|좀 더 강도를 높여|다음다음다음|One of a kind|우린 한계를 앞서|Wow Wow Wow|That’s Right|'Cause I’m too Spicy|for your heart|Ring the fire alarm|새로운 도전 끝에 넌|I'm too Spicy|변화할 시간이야 넌|지금 이 순간|또 다른 나를 찾아내|I’m too Spicy too too|I’m too Spicy|Don’t Stop 겁내지 마|Bang Bang 외쳐봐|I’m too Spicy|Yeah I’m too Spicy|You know that I|Don’t Stop 용기 내 봐|Next step  Myself|I’m too Spicy|I’m too Spicy|I’m too Spicy too too|I’m too Spicy|'Cause I|Oh Yeah|Yeah I’m too Spicy|for your heart|(Yeah I’m too Spicy|for your heart)|마침내 번져오는 Joy|(Enjoy joy joy joy)|Yeah I’m too Spicy|for your heart|I’m too Spicy too too|I’m too Spicy|For you|
LOVE DIVE - IVE (아이브),IVE (아이브),댄스,2022.04.05,네가 참 궁금해 그건 너도 마찬가지|이거면 충분해 쫓고 쫓는 이런 놀이|참을 수 없는 이끌림과 호기심|묘한 너와 나 두고 보면 알겠지||Woo 눈동자 아래로|Woo 감추고 있는 거|Woo yeah It’s so bad It’s good|난 그 맘을 좀 봐야겠어||Narcissistic  my god I love it|서로를 비춘 밤|아름다운 까만 눈빛 더 빠져 깊이|(넌 내게로 난 네게로)|숨 참고 love dive||Woo lalalalalalala|Woo 어서 와서 love dive|Woo oh perfect sacrifice yeah|숨 참고 love dive||마음은 이렇게 알다가도 모르지|사랑이라는 건 한순간에 필 테니|직접 들어와 두 눈으로 확인해|내 맘 가장 깊은 데로 오면 돼||Woo 망설일 시간은|Woo 3초면 되는 걸|Woo yeah It’s so bad It’s good|원하면 감히 뛰어들어||Narcissistic  my god I love it|서로를 비춘 밤|아름다운 까만 눈빛 더 빠져 깊이|(넌 내게로 난 네게로)|숨 참고 love dive||Woo lalalalalalala|Woo 어서 와서 love dive|Woo oh perfect sacrifice yeah|숨 참고 love dive||숨 참고 love dive|숨 참고 love dive|숨 참고 love dive|숨 참고 love dive||Woo lalalalalalala|Woo 어서 와서 love dive|Woo oh perfect sacrifice yeah|숨 참고 love dive
그대가 내 안에 박혔다(그내박) - 순순희(기태),순순희(기태),발라드/인디음악,2023.01.23,한참을 하늘을 보고 걸어 갔어|내 지난 사랑은 온통 미련으로 가득한데|사랑이 있다는 말은 믿지 않아|그렇게 그렇게 그저 살아|사는 게 힘겨워서 버거워서|무너지고 싶던|그 날에 햇살처럼 그댄 내게 왔다|그대가 내 안에 박혔다|그대가 내 맘을 녹였다|그대가|나밖에 몰랐던|내가 사랑을 배워가고 있다|겨울같은 시간이 와도 꽃은 꺾지 않겠다|나 이제야 이제야 숨을 쉰다|너와|사는 게 힘겨워서 버거워서|무너지고 싶던|그 날에 햇살처럼 그댄 내게 왔다|그대가 내 안에 박혔다|그대가 내 맘을 녹였다|그대가|나밖에 몰랐던|내가 사랑을 배워가고 있다|겨울같은 시간이 와도 꽃은 꺾지 않겠다|나 이제야 이제야 숨을 쉰다|너와|한없이 춥기만 했던 어둡던 지난 밤들은|오늘을 위한 시련이었다|흩어진 내 맘이 길을 잃어도|아픈 시간이 와도|그대와 함께 걷겠다 내 전부를 걸겠다|그대와|그대가 내 안에 박혔다|그대가 내 맘을 녹였다|그대가|나밖에 몰랐던|내가 사랑을 배워가고 있다|겨울같은 시간이 와도 꽃은 꺾지 않겠다|나 이제야 이제야 꿈을 꾼다|너와|
혹시 세상에 혼자 남겨진 것 같다면 - 우디 (Woody),우디 (Woody),록/메탈,2024.04.07,혹시 세상에 너 혼자 남겨진 것 같다면|아름답게 핀 저 꽃이 아름답지 않다면||거울 속에 비친 모습에|어느 미소도 없다면 나를 찾아 줄래||나의 손을 잡고 우리 같이 길을 걷자|비바람이 몰아쳐도 결국 멈출 테니까||잠시 눈을 감고 어둠 속 빛나는 결말|끝에는 네가 있다는 걸 잊지 말아 줘||맑은 하늘이 네 기분을 망쳐버린다면|하루 종일 어지러움에 헤메이다||매일 똑같은 하루 지겨울지 모르지만|내일은 좀 다를지 몰라||나의 손을 잡고 우리 같이 길을 걷자|비바람이 몰아쳐도 결국 멈출 테니까||잠시 눈을 감고 어둠 속 빛나는 결말|끝에는 네가 있다는 걸 잊지 말아 줘||나 역시 너와 같다는 걸 아픔이 없는 길은 없지|그럼에도 혼자가 아닌 걸 절대 잊지마요||나의 손을 잡고 우리 같이 길을 걷자|비바람이 몰아쳐도 결국 멈출 테니까||잠시 눈을 감고 어둠 속 빛나는 결말|끝에는 네가 있다는 걸 잊지 말아 줘||혹시 세상에 너 혼자 남겨진 것 같다면|
잘 지내자 우리 (여름날 우리 X 로이킴) - 로이킴,로이킴,발라드,2023.07.06,마음을 다 보여줬던 너와는 다르게|지난 사랑에 겁을 잔뜩 먹은|나는 뒷걸음질만 쳤다||너는 다가오려 했지만|분명 언젠가 떠나갈 것이라 생각해|도망치기만 했다||같이 구름 걸터앉은 나무 바라보며|잔디밭에 누워|한 쪽 귀로만 듣던 달콤한 노래들이|쓰디쓴 아픔이 되어|다시 돌아올 것만 같아||분명 언젠가 다시 스칠 날 있겠지만|모른 척 지나가겠지|최선을 다한 넌 받아들이겠지만|서툴렀던 난|아직도 기적을 꿈꾼다|눈 마주치며 그땐 미안했었다고|용서해달라고 얘기하는 날|그때까지 잘 지내자 우리 우리||지금 생각해보면 그까짓 두려움|내가 바보 같았지 하며|솔직해질 자신 있으니|돌아오기만 하면 좋겠다||분명 언젠가 다시 스칠 날 있겠지만|모른 척 지나가겠지|최선을 다한 넌 받아들이겠지만|서툴렀던 난|아직도 기적을 꿈꾼다|눈 마주치며 그땐 미안했었다고|용서해달라고 얘기하는 날|그때까지 잘 지내자 우리 우리||눈 마주치며 그땐 미안했다고|용서해달라고 이야기 하는 날|그때까지|잘 지내자|우리||
멈춰줘 - 헤이즈 (Heize),헤이즈 (Heize),발라드/국내드라마,2024.03.17,비겁해  난 또 뒤돌아 너에게 등을져|지금도 이렇게 많은 말을 삼킨채|단 한발자국 거리만 남긴채||대답해  나는 뭘 너에게 해주면 될까|무섭게 너에게만을 향해 가는데|저 앞에 니가 있는걸 아는데||멈춰줘  제발 나를 여기서|너에게 뛰어가는 날 멈춰줘|나는 너를 잊는 법을|니가 없는 나의 길은|모르니|날 멈춰줘||소중해|네겐 모든걸|다 주고 싶었어||미안해|턱없이 모자란건 알지만||내 마음이 널 그리워해|아니 그립다 못해 아파해||사소한 실랑이도|죽을만큼 다툰 일도|난 이젠 없으면 안돼||멈춰줘  제발 나를 여기서|너에게 뛰어가는 날 멈춰줘|나는 너를 잊는 법을|니가 없는 나의 길은|모르니||니가 없는 그 빈자릴 따라|이 순간에도 난 너에게 가는 꿈을 꿔|난 또||나의 모두는 너의것|내게 하나 남은건|너의 이름 기억||멈춰줘  제발 나를 여기서|너에게 뛰어가는 날 멈춰줘|나는 너를 잊는 법을|니가 없는 나의 길은|모르니|날 멈춰줘
Watch Me Woo! - PLAVE,PLAVE,록/메탈,2024.02.26,I got stuck in roulette|돌아가는 문제 속 헤매고 있어||We wanna touch the moon|도달할 수 없다는 건 참 어리석었지||Watch Me Woo!|Watch Me Woo!|You know I know Ah||Watch Me Woo!|Watch Me Woo!|You know I know Ah||세상은 다 거짓말|가면에 숨긴 Red eyes|All I can say is  Freedom||Vida Preciosa|Livin’ La Vida Loca|의미 없단 건 결국 없다고 Yeah||너도 알고 있잖아|그 속 안에 진실과|마주치는 순간 You'll be alright||Watch Me Woo!|Watch Me Woo!|You know I know Ah||Watch Me Woo!|Watch Me Woo!|You know I know Ah||Gold's getting bigger|Gold on my neck|Shining 24/7  They call me mad||Gold's getting bigger|Gold on my neck|Shining 24/7  They call me mad||1 hunnit  白이던 100이건 상관없이 I get it all|원하면 다 이뤄나가 Why so serious?|God damn  시간은 금 흘린 땀방울 뒤엔|우린 고급 지게 놀아 Play  부||Watch Me Woo!|Watch Me Woo!|You know I know Ah||Watch Me Woo!|Watch Me Woo!|You know I know Ah||
어떻게 이별까지 사랑하겠어 널 사랑하는 거지 - AKMU (악뮤),AKMU (악뮤),발라드,2019.09.25,일부러 몇 발자국 물러나|내가 없이 혼자 걷는 널 바라본다|옆자리 허전한 너의 풍경|흑백 거리 가운데 넌 뒤돌아본다|그때 알게 되었어|난 널 떠날 수 없단 걸|우리 사이에 그 어떤 힘든 일도|이별보단 버틸 수 있는 것들이었죠|어떻게 이별까지 사랑하겠어|널 사랑하는 거지|사랑이라는 이유로|서로를 포기하고|찢어질 것같이 아파할 수 없어 난|두세 번 더 길을 돌아갈까|적막 짙은 도로 위에 걸음을 포갠다|아무 말 없는 대화 나누며|주마등이 길을 비춘 먼 곳을 본다|그때 알게 되었어|난 더 갈 수 없단 걸|한 발 한 발 이별에 가까워질수록|너와 맞잡은 손이 사라지는 것 같죠|어떻게 이별까지 사랑하겠어|널 사랑하는 거지|사랑이라는 이유로|서로를 포기하고|찢어질 것같이 아파할 수 없어 난|어떻게 내가 어떻게 너를|이후에 우리 바다처럼 깊은 사랑이|다 마를 때까지|기다리는 게 이별일 텐데|어떻게 내가 어떻게 너를|이후에 우리 바다처럼 깊은 사랑이|다 마를 때까지|기다리는 게 이별일 텐데|
모든 날 모든 순간 (Every day Every Moment) - 폴킴,폴킴,발라드/국내드라마,2018.03.20,네가 없이 웃을 수 있을까|생각만 해도 눈물이나|힘든 시간 날 지켜준 사람|이제는 내가 그댈 지킬 테니|너의 품은 항상 따뜻했어|고단했던 나의 하루에|유일한 휴식처|나는 너 하나로 충분해|긴 말 안 해도 눈빛으로 다 아니깐|한 송이의 꽃이 피고 지는|모든 날 모든 순간 함께해|햇살처럼 빛나고 있었지|나를 보는 네 눈빛은|꿈이라고 해도 좋을 만큼|그 모든 순간은 눈부셨다|불안했던 나의 고된 삶에|한줄기 빛처럼 다가와|날 웃게 해준 너|나는 너 하나로 충분해|긴 말 안 해도 눈빛으로 다 아니깐|한 송이의 꽃이 피고 지는|모든 날 모든 순간 함께해|알 수 없는 미래지만|네 품속에 있는 지금 순간 순간이|영원 했으면 해|갈게 바람이 좋은 날에|햇살 눈부신 어떤 날에 너에게로|처음 내게 왔던 그날처럼|모든 날 모든 순간 함께해|
취중고백 - 김민석,김민석,발라드,2021.12.19,뭐하고 있었니 늦었지만|잠시 나올래|너의 집 골목에 있는|놀이터에 앉아 있어|친구들 만나서 오랜만에|술을 좀 했는데|자꾸만 니 얼굴 떠올라|무작정 달려왔어|이 맘 모르겠니|요즘 난 미친 사람처럼|너만 생각해|대책없이 네가 점점 좋아져|아냐 안 취했어 진짜야|널 정말 사랑해|눈물이 날만큼 원하고 있어|정말로 몰랐니|가끔 전화해 장난치듯|주말엔 뭐할거냐며|너의 관심 끌던 나를|그리고 한번씩 누나 주려 샀는데|너 그냥 준다고|생색 낸 선물도 너 때문에 산거야|이 맘 모르겠니|요즘 난 미친 사람처럼|너만 생각해|대책없이 네가 점점 좋아져|아냐 안 취했어 진짜야|널 정말 사랑해|진심이야 믿어줘|갑자기 이런 말 놀랐다면 미안해|부담이 되는게 당연해|이해해 널|하지만 내 고백도 이해해 주겠니 oh|지금 당장 대답하진마|나와 일주일만 사귀어줄래|후회없이 잘 해주고 싶은데|그 후에도 니가 싫다면|나 그때 포기할게|귀찮게 안할게 혼자 아플게|진심이야 너를 사랑하고 있어|
From - PLAVE,PLAVE,발라드,2024.02.26,How are you doing?|괜찮은 건지|사소한 감정들에 지쳐 보여|Somebody help me|그 시간들이 지나서|네게 비춰진 지금의 나||두려웠던 나의 계절|It was me  I didn't recognize myself||잠들지 못한 그날|잠들 수 없던 그 밤|무너질 수 없었던 일어서야만 했던|Fogginess  Broken heart|But I've dreamed all day always|Love you|From your best friend||여기|Rain is falling|여전히 난 이곳에 서 있어|Somebody help me|그토록 바랬던 그 사람은 나  너란 걸||찬란했던 나의 계절|It was me  I didn't recognize myself||잠들지 못한 그날|잠들 수 없던 그 밤|무너질 수 없었던 일어서야만 했던|Fogginess  Broken heart|But I've dreamed all day always|Love you|From your best friend||잠들지 못한 그날|잠들 수 없던 그 밤|무너질 수 없었던 일어서야만 했던|Fogginess  Broken heart|But I've dreamed all day always|Love you|From your best friend||
LALALI - 세븐틴 (SEVENTEEN),세븐틴 (SEVENTEEN),랩/힙합,2024.04.29,품행이 어쩐다고|내가 네 말을 듣겠냐고|그렇게 할 일 없냐고|도저히 너처럼 못 살아|Music blasting|창 다 깨버려|F*ck the neighbors|스피커 지붕 뚫어|온실효과 만드는 우리 실험|Trying to take a snap|Please no photos||Look at me|Look at me yeah|Bounce with me|Bounce with me yeah|느낌은 놀며 버는 LALALI|But 전 세계 Fan 다 Love|뿜빠이 13인분 페이|충분히 배부름 일타백피|SVT can't stop it|지구본 채워라 내 발자취||Malone처럼 Free throw|My team with the free smoke|전세기 to 김포|바다 위 Calypso|발이 닿는 대로 바로 나는 불티|Hot 뜨거뜨거 Hot|Not 떡볶이|할 수 있음 우리처럼 해보든지||어림없지 난 LALALI|LALALI LALALI|어림없지 난 LALALI||LALALI LALALI||겪어왔어 난 풍파|우릴 막아봐 누가|말했잖아 난 몬스터|못 즐기면 몰락|겁이 나면 뒤로 물러나 넌|뛰어놀아 우리 에너진 달러|무대 위에선 아무도 못 말려|난 LALALI 날라다님||현재 상태 비행모드|덤빈다면 내 대답은 콜|어쩌고저쩌고 또 떠들썩해도|태도는 꽂아둬 주머니에 손|8:2 가르마 머리에 딱 대|넘치는 침을 마이크에 칵 퉤|18도쯤 짝다리 자세 짚은 채로|겸손하게 들어 박수갈채||Malone처럼 Free throw|My team with the free smoke|전세기 to 김포|바다 위 Calypso|발이 닿는 대로 바로 나는 불티|Hot 뜨거뜨거 Hot|Not 떡볶이|할 수 있음 우리처럼 해보든지||어림없지 난 LALALI|LALALI LALALI|어림없지 난 LALALI||LALALI LALALI|어림없지 난 LALALI||우린 하고 싶은 건 모두 다 하지|약 오르지 우린 눈엣가시|우린 하고 싶은 건 모두 다 하지||어림없지 난 LALALI|LALALI LALALI|어림없지 난 LALALI||LALALI LALALI|어림없지 난 LALALI||어림없지 난 LALALI||
심(心) - DK(디셈버),DK(디셈버),록/메탈,2023.02.19,한땐 너를 사랑했지만|네 곁에 있는 사랑이|너무 아름다워 보기 좋았었기에|잘 되길 바래왔는데|많은 축복에 둘러싸인|행복한 그 사람 곁에|이젠 네가 아닌 다른 그의 사랑이|또다시 날 아프게 해|미안해 너를 위해 기대어줄|가슴 밖에 빌려줄 수 없는 나인걸|슬퍼하는 너를 위해서|해줄게 남아 있다면|무엇이든 다 얘길 해주길 바래|나 기다리고 있을게|야윈 그대 안에 눈물이|마르는 그날이 오면|웃으며 다시 그댈 보내줄게요|사랑하니까|슬퍼하는 너를 위해서|해줄게 남아 있다면|무엇이든 다 얘길 해주길 바래|나 기다리고 있을게|야윈 그대 안에 눈물이|마르는 그날이 오면|웃으며 다시 그댈 보내줄게요|사랑하니까|
Baddie - IVE (아이브),IVE (아이브),댄스,2023.10.13,Imma baddie baddie baddie|Pretty little risky baddie|뭐든 될 대로 되라지 Catch me if you can|Baddie baddie baddie|나는 없어 거기 이미|어차피 못 찾을 테니 Catch me if you can||Nothing like the regulars|내 DNA엔 blue blood runs|더 솔직하게 말해줘 착한 척은 지겨워|우리 앞에선 룰이|의미 없었어 굳이|유행이 돌고 돌아도 난 그 틀에 없어 이미|I wanna break I wanna kick|뛰어 놀래 시끄럽게|다채로운 매력 수많은 변칙 위에 더 빛을 발하지||답답한 건 벗어 던져|고개 숙일 필요 없어||Imma baddie baddie baddie|Pretty little risky baddie|뭐든 될 대로 되라지 Catch me if you can|Baddie baddie baddie|나는 없어 거기 이미|어차피 못 찾을 테니 Catch me if you can||And the fit pop like bubblegum|내 판단을 믿어 난|할말도 많아 참|모자이크 없이 Spit it out|난 즐겨 이 troublesome|그 누구도 Can’t bite me|원한다면 Come try me|언제든 You’re invited|난 thriller 속 villain|생각할 시간에 저지르는 게 my motto||Imma baddie baddie baddie|Pretty little risky baddie|뭐든 될 대로 되라지 Catch me if you can|Baddie baddie baddie|앞 다퉈 내 길을 막지|가뿐히 날아 오를 테니 Catch me if you can||Imma baddie baddie baddie|어딜 그리 바삐 가니|뭐든 될 대로 되라지 Catch me if you can|Baddie baddie baddie|나는 없어 거기 이미|어차피 못 찾을 테니 Catch me if you can||Imma baddie baddie baddie|어딜 그리 바삐 가니|뭐든 될 대로 되라지 Catch me if you can|Baddie baddie baddie|나는 없어 거기 이미|어차피 못 찾을 테니 Catch me if you can
Super Lady - (여자)아이들,(여자)아이들,댄스,2024.01.29,I am the top  super lady (Oh)|I never lose yeah|(’Cause got a super power)|I am a god  super lady (Oh)|I NEVER DIE 봤지? 모두 Follow||Boy boy boy 거기 비켜 어서|우린 Love love love 따위 하긴 바빠|여긴 War war war 자비 따윈 없어|날 막는다면 Slay it (Lock it)||남자들의 뻔한 가식 (Drop it)|억 소리 나는 그 사치|영웅은 조금의 흔들릴 틈 없이|Ready to shoot||입술이 다 번져도|그 어떤 놈보다 멋지게|(누구보다 멋지게)|웃어 보이지 더 거칠게|독하다 해 That’s my name|I never bow on my way||Lady lady|Call me ‘Super Lady’|Lady lady||Follow  ladies|Onward  ladies|Super ladies|하나 둘 셋||Mama said 넌 언젠가 세상을 망칠 악|그 겁에 질린 눈빛도 참 못됐으니까||그 눈빛은 패왕색 패기 여왕의 자질 The Baddie|100이면 100이 다 기절한 각성에 겁먹은 Devil|그래 뵈는 게 없거든 Do you know?||불길이 다 번져도|그 어떤 놈보다 멋지게|(누구보다 멋지게)|뛰어들 테지 더 뜨겁게|독하다 해 That’s my name|I never bow on my way||Lady lady|Call me ‘Super Lady’|Lady lady||Follow  ladies|Onward  ladies|Super ladies||Let’s go on fearless|We came to take a win||Back it up (Oh)|Back it up (Oh-oh)|Back it up (Oh)|Back it up|Everybody say||누가 우릴 부른다면 Yes sir  super fast|누가 우릴 막는다면 Yes sir  supernatural|누가 봐도 우린 Yes  stronger than Superman|Yes sir  I got super power|Yes sir  I’m a
음악의 신 - 세븐틴 (SEVENTEEN),세븐틴 (SEVENTEEN),댄스,2023.10.23,세상에 음악의 신이 있다면|고맙다고 안아주고 싶어||전 세계 공통의 Language|자음과 모음이 달라도 상관없는 건 Music|말이 안 통해도 음악이 있다면|우리는 지금부터는 아주 친한 친구||너와 내가 모르는 사이여도 춤출 수 있어|We can mix it up right|Sugar and spice|Brass sound and guitar||네 글자면 다 내 이름이래|쿵치팍치 또한 내 이름인가|이것 또한 나를 위한 소린가|Kick snare|Drum bass|Piano|Bassline||무엇이 우리의 행복인가|뭐 있나 춤을 춰 노래하자|이것이 우리의 행복이다||다시 한번 더 Hey||음악은 우리의 숨이니까|위험하지 않아 계속 들이키자|Everybody 귀를 기울여 보자||세상에 음악의 신이 있다면|이건 당신께 주는 메시지|음정 하나하나 모아보자 음-|춤춰 노래해 기분이 끝내주네||쿵 치 팍 치 쿵 쿵 치 팍 치 예|쿵 치 팍 치 쿵 쿵 치 팍 치 예|쿵 치 팍 치 쿵 쿵 치 팍 치 예|행복은 바로 지금이야||생각해 봐 우리는 소음마저 음악이야|저마다의 쿵짝 맞춰가며 살아가|개미의 발소리마저도 Harmony||무엇이 우리의 행복인가|뭐 있나 춤을 춰 노래하자|이것이 우리의 행복이다||다시 한번 더 Hey||음악은 우리의 숨이니까|위험하지 않아 계속 들이키자|Everybody 귀를 기울여 보자||세상에 음악의 신이 있다면|이건 당신께 주는 메시지|음정 하나하나 모아보자 음-|춤춰 노래해 기분이 끝내주네||쿵 치 팍 치 쿵 쿵 치 팍 치 예|쿵 치 팍 치 쿵 쿵 치 팍 치 예|쿵 치 팍 치 쿵 쿵 치 팍 치 예|음악의 신이 있다면||SEVENTEEN to the world|전 세계 다 합창||쿵 치 팍 치 쿵 쿵 치 팍 치 예|쿵 치 팍 치 쿵 쿵 치 팍 치 예|쿵 치 팍 치 쿵 쿵 치 팍 치 예|음악의 신이 있다면
I Don't Think That I Like Her - Charlie Puth,Charlie Puth,POP,2022.10.07,Get her name and get her number|Find out all of the things|that we have in common|Never all the differences |oh  yeah|Meet her parents  meet her brother|Then she starts sleepin'|over the crib on weekends|Like a real relationship  oh  no|For me  the stars are alignin'|But for her  it's bad timin'|So she just can't be mine|I don't think|that I like her anymore|Cause they're all the same|All they wanna do is break|my heart  my heart (Oh-oh)|I don't think|that I like her anymore|Cause they're all the same|They just wanna see me|fall apart  apart (Oh-oh)|So I hook up on a rebound|And I say that I'm gonna be|single for life|But she's so pretty|and nice (Pretty and nice)|So I made just one exception|But I find out eventually|I'm not her type|Baby  that's the reason why  that|For me  the stars are alignin'|But for her  it's bad timin'|So she just can't be mine|I don't think|that I like her anymore (Yeah)|Cause they're all the same|All they wanna do is break|my heart  my heart (Oh-oh)|I don't think|that I like her anymore (No)|Cause they're all the same|They just wanna see me|fall apart  apart (Oh-oh)|I'm trying not to be bitter|But damn it  I miss her|'Cause she's one of a kind|For me  the stars are alignin'|But for her  it's bad timin'|So she just can't be mine|I don't think|that I like her anymore|Cause they're all the same|All they wanna do is break|my heart  my heart (Oh-oh)|I don't think|that I like her anymore|Cause they're all the same|They just wanna see me|fall apart  apart (Oh-oh)|Then we fall |we fall  fall  fall apart now|I don't think|that I like her anymore|Cause they're all the same|They just wanna see me|fall apart  apart (Oh-oh)|
다정히 내 이름을 부르면 - 경서예지 전건호,경서예지,발라드,2021.05.19,끝없이 별빛이 내리던 밤|기분 좋은 바람이|두 뺨을 스치고|새벽 바다 한곳을 보는|아름다운 너와 나|그림을 그려갔어|모래 위 떨린 손끝으로|날 향해 웃어주는 입술|끝 모양과 저 달보다|사랑스러운 두 눈을 가진 네가|다정히 내 이름을|부르면 내 마음이|녹아내려 언제나|나 하날 위해 준비된|선물 같아 널 안으면|잠들지 않는 바다 위를|너와 함께 걷는 거 같아|하늘 아래 너와 나|남은 내 모든 날을 너에게|다 줘도 안 아까워|이제서야 내가|사랑에 눈을 뜬 건 가봐|경험하지 못했고|믿기지 않는 일만|일어나고 있는 거 아니|5월에 피는 봄꽃 처럼|내 사랑도 피어나|부는 바람에 살며시 실어 보내|다정히 내 이름을|부르면 내 마음이|녹아내려 언제나|나 하날 위해 준비된|선물 같아 널 안으면|잠들지 않는 바다 위를|너와 함께 걷는 거 같아|하늘 아래 너와 나|설레는 지금이|꿈이 아닌 걸 알잖아|난 더 바랄 게 없어|먼 훗날 내 생애|아주 작은 소리로|귓가에 말할 거야|내 곁에 머물러줘서|마음 다해 고맙다고|어떤 말로도 표현 못 할|내 인생의 전부였다고|이 순간 너를 꼭 안고|고백할게 언제나|우리 모든 날들과|별빛 아래 우리 그림자|제일로 특별하다고|길고 긴 겨울 끝을 지나|너의 앞에 서있는 지금|선명한 목소리로|널 사랑한다고|말할게|
버추얼 아이돌 - PLAVE,PLAVE,랩/힙합,2024.02.26,아 매워|뭐가요?|맵다고|뭐가요?|어 매운 거? 라쓰고?|그런 거 말고|우리가 맵다|은호야 가자|네 형님||어디 갈까 고민하지 마|누가 뭐래도 난 충분하니까|있잖아 진짜로 하나도 부럽지가 않아|Billie jean is not my lover||타격 없어 떠들어 더|내 스타일은 한 귀로 듣고 흘렸어|죄송해요 귀엽게 봐주세요|버추얼 아이돌|우린 PLAVE||난 삐뚤 빼뚤 (삐뚤 빼뚤)|안 비슷 비슷해 (기특 기특해)|난 삐걱 삐걱 (삐걱 거려)|안 비겁 비겁해||Shake it 흔들어|Hater 들은 그냥 가세요|키득 키득|지긋 지긋||난 삐뚤 빼뚤 (삐뚤 빼뚤)|안 비슷 비슷해 (기특 기특해)|난 삐걱 삐걱거릴수록|다들 좋아해 (닥터)||Shake it 흔들어|Hater 들은 그냥 가세요|키득 키득해|지긋 지긋해|Hey yeah||너 부정하지 마 (할 수 있잖아)|내 생각이 나잖아 (뭐야 왜 저래?)|논중화물이야 난|PLAVE 날아가는 모양||라쓰고||이름이 뭐냐고 물어보게 돼 넌 결국엔 입덕|파란색 노란색 분홍색 실버색 검은색|궁금해서 못 참을 거야 분명|버추얼 아이돌|우린 PLAVE||난 삐뚤 빼뚤 (삐뚤 빼뚤)|안 비슷 비슷해 (기특 기특해)|난 삐걱 삐걱 (아이고)|안 비겁 비겁해||Shake it 흔들어|Hater 들은 그냥 가세요|키득 키득|지긋 지긋||난 삐뚤 빼뚤 (삐뚤 빼뚤)|안 비슷 비슷해 (기특 기특해)|난 삐걱 삐걱거릴수록|다들 좋아해 (뚝스)||Shake it 흔들어|Hater 들은 그냥 가세요|키득 키득해|지긋 지긋해|Hey yeah||인사드리겠습니다|잘 부탁드립니다|자주 뵙고 싶습니다|예쁘게 봐주세요||(예쁘게 봐달라니까?)||인사드리겠습니다|잘 부탁드립니다|자주 뵙고 싶습니다|예쁘게 봐주세요||난 삐뚤 빼뚤|안 비슷 비슷해|난 삐걱 삐걱|안 비겁 비겁해||Shake it 흔들어|Hater 들은 그냥 가세요||여러분 대박입니다||
사랑하지 않아서 그랬어 - 임한별,임한별,발라드,2023.04.02,사랑하지 않기로 했어|나만 생각하기로 했어|니 눈물을 못 본 척 좀 해야겠어|나쁜 사람 되기 싫어서|구차해지는 변명들로|괜한 기대하게 만들기 싫었어|마지막까지 상처 주긴 싫은데|난 여전히 너를 배려해 줄|자신이 없는걸|사랑하지 않았어 미안해|참 많이 고마웠어|미련 갖는 일 그런 일 없을 거야 정말|매번 져주려 했던 너에게|기어코 이겨보려 애썼던 순간도|너를 필요 없어 했던 밤도|사랑하지 않아서 그랬어|마지막으로 안아주면 안 될까|말하는 니 얼굴|떳떳하게 볼 수가 없는걸|사랑하지 않았어 미안해|참 많이 고마웠어|미련 갖는 일 그런 일 없을 거야 정말|매번 져주려 했던 너에게|기어코 이겨보려 애썼던 순간도|너를 필요 없어 했던 밤도|사랑하지 않아서 그랬어|넌 모르지 내 맘이 어떤지|계속 사랑해보려 애를 썼어|내가 다 미안해|도망치는 내가 밉겠지만|나는 후련한 거 같아 여기까지만 해|기다리면은 안 돼 잘 들어|날 미워해야만 해|계속 울어도 난 멀리 떠날 거야 제발|니가 괴롭든 말든 꺼놨던 전화도|아픈 니가 귀찮았던 밤도|하다못해 지금 내 말투도|사랑하지 않아서 그랬어|
